league_,season_,team_,player_,nation_,pos_,age_,born_,90s_,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_xG,Expected_npxG,Expected_npxG/Sh,Expected_G-xG,Expected_np:G-xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast_,xAG_,Expected_xA,Expected_A-xAG,KP_,1/3_,PPA_,CrsPA_,PrgP_,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int_,Tkl+Int_,Clr_,Err_,Touches_Touches,Touches_Def Pen,Touches_Def 3rd,Touches_Mid 3rd,Touches_Att 3rd,Touches_Att Pen,Touches_Live,Take-Ons_Att,Take-Ons_Succ,Take-Ons_Succ%,Take-Ons_Tkld,Take-Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR
ENG-Premier League,2425,Newcastle Utd,Alexander Isak,SWE,FW,24,1999,30.6,,,,,,,,,,,,,,,,,,519,689,75.3,7434,1644,306,364,84.1,163,207,78.7,26,42,61.9,6,4.3,3.6,1.7,41,35,31,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Newcastle Utd,Callum Wilson,ENG,FW,32,1992,4.1,,,,,,,,,,,,,,,,,,40,53,75.5,504,89,22,27,81.5,13,16,81.3,0,0,,0,0.1,0.1,-0.1,3,2,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Newcastle Utd,Harvey Barnes,ENG,FW,26,1997,19.5,,,,,,,,,,,,,,,,,,474,607,78.1,6642,1989,302,348,86.8,149,204,73.0,14,26,53.8,4,4.0,4.6,0.0,26,25,41,9,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Newcastle Utd,Jacob Murphy,ENG,FW,29,1995,26.2,,,,,,,,,,,,,,,,,,688,1004,68.5,10412,3438,411,484,84.9,218,320,68.1,43,109,39.4,12,8.9,6.2,3.1,42,58,41,15,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Newcastle Utd,Miguel Almirón,PAR,FW,30,1994,1.7,,,,,,,,,,,,,,,,,,54,66,81.8,707,219,39,42,92.9,13,16,81.3,1,3,33.3,0,0.3,0.2,-0.3,3,3,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Newcastle Utd,William Osula,DEN,FW,20,2003,1.5,,,,,,,,,,,,,,,,,,18,29,62.1,200,68,14,20,70.0,3,5,60.0,0,1,0.0,0,0.1,0.1,-0.1,2,2,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Nott'ham Forest,Chris Wood,NZL,FW,32,1991,32.9,,,,,,,,,,,,,,,,,,315,490,64.3,4434,1018,186,272,68.4,88,134,65.7,19,26,73.1,3,2.6,1.5,0.4,22,19,12,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,26,1997,4.6,,,,,,,,,,,,,,,,,,61,96,63.5,705,157,42,59,71.2,14,25,56.0,1,5,20.0,0,0.1,0.1,-0.1,2,5,2,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Southampton,Ben Brereton,CHI,FW,25,1999,5.0,,,,,,,,,,,,,,,,,,128,166,77.1,1836,383,83,95,87.4,36,53,67.9,7,11,63.6,0,0.1,0.1,-0.1,3,9,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Southampton,Cameron Archer,ENG,FW,23,2001,16.0,,,,,,,,,,,,,,,,,,205,251,81.7,2612,367,131,151,86.8,54,59,91.5,5,9,55.6,0,0.5,0.7,-0.5,5,7,7,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Southampton,Maxwel Cornet,CIV,FW,27,1996,0.8,,,,,,,,,,,,,,,,,,17,22,77.3,262,37,9,10,90.0,6,8,75.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Southampton,Paul Onuachu,NGA,FW,30,1994,11.7,,,,,,,,,,,,,,,,,,160,263,60.8,2292,365,84,134,62.7,45,70,64.3,12,19,63.2,1,0.5,0.3,0.5,8,13,2,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Southampton,Ross Stewart,SCO,FW,28,1996,4.3,,,,,,,,,,,,,,,,,,67,95,70.5,861,86,34,45,75.6,25,32,78.1,0,1,0.0,0,0.0,0.1,0.0,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Brennan Johnson,WAL,FW,23,2001,24.2,,,,,,,,,,,,,,,,,,449,638,70.4,5932,1611,274,341,80.4,144,191,75.4,11,34,32.4,3,2.3,2.0,0.7,19,25,35,6,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Dominic Solanke,ENG,FW,26,1997,24.5,,,,,,,,,,,,,,,,,,255,361,70.6,3429,944,154,205,75.1,68,87,78.2,12,18,66.7,3,2.9,1.2,0.1,14,28,9,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Mathys Tel,FRA,FW,19,2005,10.1,,,,,,,,,,,,,,,,,,185,266,69.5,3172,666,89,112,79.5,71,97,73.2,20,34,58.8,1,2.6,1.5,-1.6,14,12,14,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Mikey Moore,ENG,FW,16,2007,4.1,,,,,,,,,,,,,,,,,,67,96,69.8,853,226,42,45,93.3,18,30,60.0,2,7,28.6,1,0.3,0.6,0.7,3,2,5,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Richarlison,BRA,FW,27,1997,5.6,,,,,,,,,,,,,,,,,,62,103,60.2,937,280,31,45,68.9,19,32,59.4,6,9,66.7,1,0.9,0.6,0.1,4,8,4,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Tottenham,Son Heung-min,KOR,FW,32,1992,23.4,,,,,,,,,,,,,,,,,,730,925,78.9,10322,2867,447,498,89.8,206,256,80.5,39,81,48.1,9,8.2,5.1,0.8,50,40,51,6,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,West Ham,Evan Ferguson,IRL,FW,19,2004,1.7,,,,,,,,,,,,,,,,,,28,37,75.7,375,21,21,26,80.8,5,7,71.4,1,2,50.0,0,0.3,0.3,-0.3,2,1,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,West Ham,Michail Antonio,JAM,FW,34,1990,9.3,,,,,,,,,,,,,,,,,,114,188,60.6,2183,424,52,72,72.2,37,62,59.7,22,31,71.0,1,1.6,0.9,-0.6,9,11,6,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,West Ham,Niclas Füllkrug,GER,FW,31,1993,8.8,,,,,,,,,,,,,,,,,,133,198,67.2,1852,314,83,108,76.9,35,58,60.3,7,13,53.8,2,1.9,0.4,0.1,14,12,5,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2425,Wolves,Jørgen Strand Larsen,NOR,FW,24,2000,28.7,,,,,,,,,,,,,,,,,,295,457,64.6,3818,697,182,254,71.7,73,112,65.2,14,20,70.0,4,3.0,1.0,1.0,21,19,4,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Arsenal,Bukayo Saka,ENG,FW,24-108,2001,12.8,,,,,,,,,,,,,,,,,,362,495,73.1,5701,1458,209,242,86.4,119,154,77.3,27,65,41.5,1,3.5,3.7,-2.5,29,9,30,8,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Arsenal,Gabriel Jesus,BRA,FW,28-263,1997,0.4,,,,,,,,,,,,,,,,,,14,14,100.0,151,30,10,10,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,2,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Arsenal,Gabriel Martinelli,BRA,FW,24-187,2001,4.5,,,,,,,,,,,,,,,,,,63,92,68.5,1088,193,32,38,84.2,24,32,75.0,6,11,54.5,0,0.2,0.1,-0.2,3,3,3,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Arsenal,Kai Havertz,GER,FW,26-194,1999,0.3,,,,,,,,,,,,,,,,,,5,9,55.6,79,33,4,7,57.1,1,2,50.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Arsenal,Leandro Trossard,BEL,FW,31-018,1994,9.7,,,,,,,,,,,,,,,,,,267,378,70.6,4893,1372,109,144,75.7,129,162,79.6,26,48,54.2,3,1.2,1.5,1.8,14,19,19,3,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Arsenal,Max Dowman,ENG,FW,15-356,2009,0.3,,,,,,,,,,,,,,,,,,4,4,100.0,66,0,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Arsenal,Noni Madueke,ENG,FW,23-287,2002,4.7,,,,,,,,,,,,,,,,,,106,170,62.4,1508,380,60,80,75.0,34,55,61.8,6,12,50.0,0,0.8,1.0,-0.8,8,1,10,1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Arsenal,Viktor Gyökeres,SWE,FW,27-201,1998,11.3,,,,,,,,,,,,,,,,,,81,135,60.0,1056,238,52,75,69.3,18,30,60.0,4,6,66.7,0,1.1,0.8,-1.1,10,5,6,0,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Aston Villa,Evann Guessand,CIV,FW,24-174,2001,5.7,,,,,,,,,,,,,,,,,,68,97,70.1,808,179,47,58,81.0,16,23,69.6,1,1,100.0,1,0.6,0.6,0.4,3,2,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Aston Villa,Jadon Sancho,ENG,FW,25-272,2000,1.5,,,,,,,,,,,,,,,,,,70,80,87.5,1046,231,38,40,95.0,26,29,89.7,4,5,80.0,0,0.5,0.6,-0.5,5,2,6,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Aston Villa,Ollie Watkins,ENG,FW,29-357,1995,14.1,,,,,,,,,,,,,,,,,,150,214,70.1,1747,273,103,135,76.3,30,43,69.8,3,7,42.9,1,1.2,0.8,-0.2,11,6,3,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Bournemouth,Ben Gannon-Doak,SCO,FW,20-041,2005,0.6,,,,,,,,,,,,,,,,,,18,25,72.0,228,34,14,16,87.5,4,8,50.0,0,0,,1,0.6,0.1,0.4,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Bournemouth,Evanilson,BRA,FW,26-077,1999,12.7,,,,,,,,,,,,,,,,,,162,203,79.8,1769,310,109,124,87.9,32,39,82.1,3,4,75.0,0,1.1,0.6,-1.1,14,8,5,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Brentford,Dango Ouattara,BFA,FW,23-314,2002,11.8,,,,,,,,,,,,,,,,,,131,265,49.4,1874,647,75,113,66.4,35,80,43.8,11,38,28.9,0,1.1,0.7,-1.1,6,13,3,0,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Brentford,Kevin Schade,GER,FW,24-025,2001,14.7,,,,,,,,,,,,,,,,,,156,247,63.2,2272,692,89,123,72.4,46,73,63.0,10,18,55.6,1,1.7,1.0,-0.7,16,9,8,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Brentford,Reiss Nelson,ENG,FW,26-012,1999,0.4,,,,,,,,,,,,,,,,,,16,16,100.0,227,45,10,10,100.0,6,6,100.0,0,0,,0,0.0,0.0,0.0,0,2,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Brentford,Thiago,BRA,FW,24-179,2001,15.6,,,,,,,,,,,,,,,,,,177,252,70.2,2428,508,120,149,80.5,41,69,59.4,9,16,56.3,0,1.2,0.3,-1.2,7,14,7,2,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Brighton,Danny Welbeck,ENG,FW,35-026,1990,11.0,,,,,,,,,,,,,,,,,,175,227,77.1,2156,316,108,133,81.2,53,59,89.8,1,3,33.3,0,0.3,0.6,-0.3,9,13,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Brighton,Kaoru Mitoma,JPN,FW,28-216,1997,6.2,,,,,,,,,,,,,,,,,,134,172,77.9,1695,466,90,108,83.3,37,48,77.1,2,3,66.7,1,1.3,0.5,-0.3,10,6,9,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Brighton,Tom Watson,ENG,FW,19-258,2006,0.5,,,,,,,,,,,,,,,,,,13,17,76.5,242,51,6,8,75.0,5,5,100.0,2,2,100.0,0,0.0,0.0,0.0,0,2,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Brighton,Yankuba Minteh,GAM,FW,21-153,2004,16.0,,,,,,,,,,,,,,,,,,258,443,58.2,3946,1281,145,193,75.1,78,136,57.4,23,63,36.5,4,4.5,2.7,-0.5,28,18,18,9,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Burnley,Armando Broja,ALB,FW,24-103,2001,3.6,,,,,,,,,,,,,,,,,,32,55,58.2,320,44,19,31,61.3,5,9,55.6,0,0,,0,0.0,0.0,0.0,1,3,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Burnley,Ashley Barnes,ENG,FW,36-053,1989,0.1,,,,,,,,,,,,,,,,,,1,5,20.0,15,12,1,2,50.0,0,1,0.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Burnley,Lyle Foster,RSA,FW,25-110,2000,9.6,,,,,,,,,,,,,,,,,,115,183,62.8,1551,268,73,100,73.0,26,39,66.7,6,10,60.0,1,0.8,0.4,0.2,8,7,3,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Burnley,Zian Flemming,NED,FW,27-143,1998,7.4,,,,,,,,,,,,,,,,,,82,132,62.1,1169,363,45,61,73.8,26,42,61.9,6,12,50.0,0,0.2,0.2,-0.2,3,9,4,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Chelsea,Alejandro Garnacho,ARG,FW,21-174,2004,7.2,,,,,,,,,,,,,,,,,,182,233,78.1,2762,397,107,120,89.2,63,81,77.8,9,17,52.9,2,2.5,2.1,-0.5,11,3,9,5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Chelsea,Estêvão Willian,BRA,FW,18-242,2007,5.1,,,,,,,,,,,,,,,,,,145,178,81.5,2225,489,80,92,87.0,60,69,87.0,3,10,30.0,1,1.9,1.9,-0.9,11,9,4,2,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Chelsea,Jamie Gittens,ENG,FW,21-136,2004,4.8,,,,,,,,,,,,,,,,,,108,138,78.3,1641,303,64,76,84.2,41,47,87.2,3,6,50.0,2,0.7,0.9,1.3,9,2,6,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Chelsea,Liam Delap,ENG,FW,22-317,2003,3.9,,,,,,,,,,,,,,,,,,34,53,64.2,466,88,20,31,64.5,10,15,66.7,2,3,66.7,0,0.0,0.1,0.0,0,1,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Chelsea,Marc Guiu,ESP,FW,19-352,2006,2.6,,,,,,,,,,,,,,,,,,17,25,68.0,200,40,14,20,70.0,3,3,100.0,0,1,0.0,1,1.0,0.3,0.0,3,3,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Chelsea,Pedro Neto,POR,FW,25-288,2000,14.7,,,,,,,,,,,,,,,,,,399,538,74.2,6556,1663,209,240,87.1,147,191,77.0,33,78,42.3,3,2.9,3.1,0.1,27,17,20,6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Chelsea,Tyrique George,ENG,FW,19-321,2006,1.6,,,,,,,,,,,,,,,,,,21,24,87.5,365,83,9,10,90.0,10,11,90.9,2,2,100.0,0,0.0,0.1,0.0,0,3,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENG-Premier League,2526,Crystal Palace,Jean-Philippe Mateta,FRA,FW,28-177,1997,15.3,,,,,,,,,,,,,,,,,,135,209,64.6,2174,518,68,91,74.7,47,65,72.3,13,20,65.0,0,0.6,0.8,-0.6,5,9,8,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
